symbol,status,best_model,horizon,accuracy,precision,recall,f1,train_rows,test_rows,elapsed_s,error
,MAHSEAMLES.NS,ok,LGB_HiReg,3 Months,0.736,0.7778,0.0824,0.1489,0,0,126.8,False,
,MANAPPURAM.NS,ok,StackEnsemble,1 Month,0.686,1.0,0.129,0.2286,0,0,128.9,False,
,MANKIND.NS,ok,RandForest,3 Months,0.8515,0.7273,0.4,0.5161,0,0,107.7,False,
,MANYAVAR.NS,ok,Ensemble,2 Months,0.8731,0.8333,0.1111,0.1961,0,0,114.8,False,
,MAPMYINDIA.NS,ok,Ensemble,2 Weeks,0.762,0.8333,0.0568,0.1064,0,0,111.7,False,
,MARICO.NS,ok,StackEnsemble,6 Months,0.7869,1.0,0.1333,0.2353,0,0,118.6,False,
,MARUTI.NS,ok,StackEnsemble,6 Months,0.877,0.75,0.8571,0.8,0,0,118.8,False,
,MAXHEALTH.NS,ok,XGB_HiReg,2 Weeks,0.7139,0.8571,0.0566,0.1062,0,0,123.4,False,
,MAZDOCK.NS,ok,Ensemble,1 Month,0.7201,1.0,0.068,0.1273,0,0,129.0,True,
,MCX.NS,ok,XGBoost,6 Months,1.0,1.0,1.0,1.0,0,0,126.6,True,
,MEDANTA.NS,ok,StackEnsemble,1 Month,0.7384,1.0,0.0625,0.1176,0,0,116.3,False,
,METROPOLIS.NS,ok,XGBoost,2 Months,0.7183,1.0,0.1415,0.2479,0,0,126.5,False,
,MFSL.NS,ok,XGB_HiReg,6 Months,0.7119,0.8065,0.5906,0.6818,0,0,123.6,False,
,MGL.NS,ok,StackEnsemble,2 Months,0.8395,0.8,0.1379,0.2353,0,0,123.6,False,
,MINDACORP.NS,ok,Ensemble,3 Months,0.7591,0.7419,0.2614,0.3866,0,0,123.0,False,
,MMTC.NS,ok,XGBoost,2 Weeks,0.7167,0.875,0.066,0.1228,0,0,124.3,False,
,MOTHERSON.NS,ok,StackEnsemble,6 Months,0.8279,0.8279,1.0,0.9058,0,0,126.5,True,
,MOTILALOFS.NS,ok,RandForest,6 Months,0.8642,1.0,0.6733,0.8047,0,0,135.0,True,
,MPHASIS.NS,ok,RandForest,6 Months,0.8724,0.72,0.6792,0.699,0,0,125.7,False,
,MRF.NS,ok,Ensemble,6 Months,0.8313,1.0,0.6239,0.7684,0,0,126.3,False,
,MRPL.NS,ok,StackEnsemble,2 Months,0.7346,0.7027,0.7123,0.7075,0,0,122.0,False,
,MSUMI.NS,ok,RandForest,6 Months,0.7737,0.7907,0.7846,0.7876,0,0,137.3,True,
,MUTHOOTFIN.NS,ok,StackEnsemble,1 Month,0.7151,0.9,0.2769,0.4235,0,0,125.5,False,
,NAM-INDIA.NS,ok,TabNet,6 Months,0.7025,0.75,0.8864,0.8125,0,0,141.4,False,
,NATCOPHARM.NS,ok,LGB_HiReg,2 Weeks,0.6912,0.8,0.0696,0.128,0,0,124.2,False,
,NATIONALUM.NS,ok,StackEnsemble,6 Months,1.0,1.0,1.0,1.0,0,0,129.5,False,
,NAUKRI.NS,ok,Ensemble,1 Month,0.8397,0.75,0.1017,0.1791,0,0,128.7,True,
,NAVA.NS,below_threshold,RandForest,6 Months,0.5967,0.9,0.0,0.0,0,0,124.4,False,
,NAVINFLUOR.NS,ok,StackEnsemble,6 Months,1.0,1.0,1.0,1.0,0,0,120.0,False,
,NBCC.NS,ok,XGB_HiReg,6 Months,0.963,0.9753,0.9186,0.9461,0,0,128.6,True,
,NCC.NS,ok,StackEnsemble,2 Months,0.8889,0.8,0.4444,0.5714,0,0,94.7,False,
,NESTLEIND.NS,ok,CatBoost,6 Months,0.6872,1.0,0.05,0.0952,0,0,128.6,True,
,NETWEB.NS,ok,Ensemble,6 Months,0.7078,0.9508,0.6409,0.7657,0,0,132.6,False,
,NEULANDLAB.NS,ok,StackEnsemble,6 Months,0.9508,0.8,0.6667,0.7273,0,0,126.3,False,
,NEWGEN.NS,ok,RandForest,1 Month,0.7697,0.75,0.0723,0.1319,0,0,119.2,True,
,NH.NS,ok,XGB_HiReg,1 Month,0.6064,0.7778,0.05,0.094,0,0,122.7,False,
,NHPC.NS,ok,StackEnsemble,1 Week,0.7542,0.7143,0.1064,0.1852,0,0,131.9,False,
,NIACL.NS,ok,Ensemble,1 Week,0.7402,0.6818,0.1485,0.2439,0,0,128.6,False,
,NIVABUPA.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,NLCINDIA.NS,below_threshold,RandForest,2 Months,0.5975,0.9091,0.0,0.0,0,0,120.0,False,
,NMDC.NS,ok,StackEnsemble,6 Months,0.7623,0.7623,1.0,0.8651,0,0,126.7,True,
,NSLNISP.NS,ok,XGBoost,1 Month,0.6676,0.7619,0.128,0.2192,0,0,122.6,False,
,NTPC.NS,ok,TabNet,6 Months,0.7284,0.7,0.1892,0.2979,0,0,114.3,False,
,NTPCGREEN.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,NUVAMA.NS,ok,LightGBM,6 Months,0.8189,0.9767,0.4941,0.6562,0,0,101.2,True,
,NUVOCO.NS,ok,StackEnsemble,1 Month,0.8663,0.7143,0.3448,0.4651,0,0,131.2,False,
,NYKAA.NS,ok,RandForest,6 Months,0.6584,0.9417,0.5575,0.7004,0,0,122.5,False,
,OBEROIRLTY.NS,ok,StackEnsemble,2 Months,0.7222,0.8125,0.2364,0.3662,0,0,125.0,False,
,OFSS.NS,ok,Ensemble,3 Months,0.8581,0.7042,0.6944,0.6993,0,0,139.8,False,
,OIL.NS,ok,LightGBM,1 Week,0.7067,0.8571,0.0545,0.1026,0,0,135.7,True,
,OLAELEC.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,OLECTRA.NS,ok,RandForest,1 Week,0.6816,1.0,0.0656,0.1231,0,0,2651.6,False,
,ONESOURCE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ONGC.NS,ok,RandForest,6 Months,0.8148,0.7294,0.7381,0.7337,0,0,2604.0,False,
,PAGEIND.NS,ok,XGBoost,1 Month,0.793,0.8696,0.2273,0.3604,0,0,1988.2,False,
,PATANJALI.NS,ok,Ensemble,2 Months,0.8514,0.625,0.1,0.1724,0,0,3215.5,True,
,PAYTM.NS,ok,StackEnsemble,6 Months,0.8279,1.0,0.125,0.2222,0,0,2594.5,False,
,PCBL.NS,ok,CatBoost,1 Week,0.6788,0.6429,0.0756,0.1353,0,0,2590.5,False,
,PERSISTENT.NS,ok,StackEnsemble,3 Months,0.8092,1.0,0.5397,0.701,0,0,3203.2,True,
,PETRONET.NS,below_threshold,RandForest,2 Months,0.8142,0.5556,0.0,0.0,0,0,1725.6,False,
,PFC.NS,ok,RandForest,6 Months,0.8272,0.7059,0.2449,0.3636,0,0,123.4,True,
,PFIZER.NS,ok,CatBoost,3 Months,0.7987,0.8333,0.0769,0.1408,0,0,101.0,False,
,PGEL.NS,below_threshold,TabNet,1 Week,0.676,0.5833,0.0,0.0,0,0,118.4,False,
,PGHH.NS,ok,CatBoost,2 Months,0.935,0.6667,0.0909,0.16,0,0,113.2,False,
,PHOENIXLTD.NS,ok,GradBoost,6 Months,0.8272,1.0,0.3538,0.5227,0,0,127.9,True,
,PIDILITIND.NS,ok,RandForest,1 Month,0.7638,0.8571,0.0698,0.129,0,0,124.7,True,
,PIIND.NS,ok,XGB_HiReg,6 Months,0.9218,0.7286,1.0,0.843,0,0,120.7,False,
,PNB.NS,below_threshold,StackEnsemble,2 Weeks,0.661,0.5714,0.0,0.0,0,0,118.2,False,
,PNBHOUSING.NS,ok,CatBoost,3 Months,0.7327,0.7035,0.8642,0.7756,0,0,120.8,False,
,POLICYBZR.NS,ok,RandForest,1 Month,0.6676,1.0,0.0579,0.1094,0,0,121.7,False,
,POLYCAB.NS,ok,LGB_HiReg,6 Months,0.7037,0.8702,0.6746,0.76,0,0,115.4,False,
,POLYMED.NS,ok,StackEnsemble,2 Months,0.8148,0.7143,0.1515,0.25,0,0,119.7,False,
,POONAWALLA.NS,ok,GradBoost,1 Month,0.6152,0.8889,0.0576,0.1081,0,0,118.4,False,
,POWERGRID.NS,ok,XGB_HiReg,1 Month,0.7843,0.8889,0.0988,0.1778,0,0,129.0,True,
,POWERINDIA.NS,ok,StackEnsemble,2 Months,0.8025,0.8444,0.912,0.8769,0,0,120.4,False,
,PPLPHARMA.NS,ok,RandForest,2 Months,0.8483,0.75,0.0588,0.1091,0,0,118.6,False,
,PRAJIND.NS,ok,Ensemble,2 Weeks,0.7875,0.7273,0.1,0.1758,0,0,128.3,False,
,PREMIERENE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,PRESTIGE.NS,ok,LGB_HiReg,6 Months,0.9053,0.8034,1.0,0.891,0,0,88.5,False,
,PTCIL.NS,ok,RandForest,3 Months,0.7063,0.8158,0.2743,0.4106,0,0,113.7,False,
,PVRINOX.NS,ok,XGBoost,3 Months,0.8416,0.7308,0.6786,0.7037,0,0,121.6,False,
,RADICO.NS,ok,StackEnsemble,1 Month,0.6744,0.8,0.0678,0.125,0,0,129.3,False,
,RAILTEL.NS,ok,StackEnsemble,2 Months,0.7901,0.8,0.2,0.32,0,0,125.2,False,
,RAINBOW.NS,ok,TabNet,1 Month,0.7026,0.6071,0.1574,0.25,0,0,124.2,False,
,RAMCOCEM.NS,ok,XGB_HiReg,2 Months,0.6471,0.875,0.0583,0.1094,0,0,125.2,False,
,RBLBANK.NS,ok,XGBoost,6 Months,0.8272,0.8272,1.0,0.9054,0,0,126.9,False,
,RCF.NS,ok,LGB_HiReg,1 Month,0.7464,0.7143,0.1075,0.1869,0,0,122.8,False,
,RECLTD.NS,ok,RandForest,1 Week,0.7263,0.6667,0.0594,0.1091,0,0,116.2,False,
,REDINGTON.NS,ok,StackEnsemble,2 Months,0.8148,1.0,0.0909,0.1667,0,0,120.6,False,
,RELIANCE.NS,ok,LightGBM,6 Months,0.9506,0.8676,0.9516,0.9077,0,0,132.9,True,
,RHIM.NS,ok,StackEnsemble,2 Months,0.9136,0.8,0.2353,0.3636,0,0,127.2,False,
,RITES.NS,ok,TabNet,3 Months,0.802,0.75,0.0938,0.1667,0,0,144.2,True,
,RKFORGE.NS,ok,RandForest,3 Months,0.9109,1.0,0.1,0.1818,0,0,127.4,False,
,RPOWER.NS,ok,StackEnsemble,3 Months,0.9474,0.8462,0.6471,0.7333,0,0,131.2,False,
,RRKABEL.NS,ok,LGB_HiReg,1 Month,0.6735,0.9545,0.2763,0.4286,0,0,129.8,False,
,RVNL.NS,below_threshold,XGBoost,2 Weeks,0.745,0.5,0.0,0.0,0,0,126.5,False,
,SAGILITY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,SAIL.NS,ok,StackEnsemble,6 Months,0.8525,0.8525,1.0,0.9204,0,0,122.9,False,
,SAILIFE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,SAMMAANCAP.NS,ok,StackEnsemble,2 Months,0.6667,1.0,0.0526,0.1,0,0,126.6,False,
,SAPPHIRE.NS,ok,XGBoost,2 Weeks,0.7224,0.8,0.0769,0.1404,0,0,131.6,True,
,SARDAEN.NS,ok,StackEnsemble,1 Month,0.7035,1.0,0.0727,0.1356,0,0,134.3,True,
,SAREGAMA.NS,ok,RandForest,3 Months,0.8383,0.8,0.1455,0.2462,0,0,126.8,False,
,SBFC.NS,ok,StackEnsemble,3 Months,0.9605,0.8,0.4444,0.5714,0,0,129.0,False,
,SBICARD.NS,ok,LightGBM,6 Months,0.9465,0.9091,0.4545,0.6061,0,0,121.6,False,
,SBILIFE.NS,ok,LightGBM,3 Months,0.8449,0.8687,0.7167,0.7854,0,0,125.7,False,
,SBIN.NS,ok,StackEnsemble,6 Months,0.7541,0.7541,1.0,0.8598,0,0,121.3,False,
,SCHAEFFLER.NS,ok,XGB_HiReg,6 Months,0.9136,0.8571,0.9231,0.8889,0,0,125.8,False,
,SCHNEIDER.NS,ok,RandForest,2 Months,0.6347,1.0,0.2532,0.404,0,0,120.0,False,
,SCI.NS,ok,StackEnsemble,6 Months,0.7131,0.7544,0.6719,0.7107,0,0,123.3,False,
,SHREECEM.NS,ok,XGBoost,1 Week,0.7486,0.7143,0.0538,0.1,0,0,125.3,False,
,SHRIRAMFIN.NS,ok,StackEnsemble,6 Months,0.9344,0.9344,1.0,0.9661,0,0,124.2,True,
,SHYAMMETL.NS,ok,TabNet,1 Week,0.6844,0.7619,0.129,0.2207,0,0,128.9,False,
,SIEMENS.NS,ok,StackEnsemble,2 Months,0.8025,0.7,0.875,0.7778,0,0,121.6,False,
,SIGNATURE.NS,ok,CatBoost,2 Months,0.7926,0.7273,0.2927,0.4174,0,0,120.2,False,
,SJVN.NS,ok,CatBoost,2 Weeks,0.7734,0.7143,0.0602,0.1111,0,0,116.9,False,
,SOBHA.NS,below_threshold,StackEnsemble,2 Months,0.784,0.56,0.0,0.0,0,0,153.9,False,
,SOLARINDS.NS,ok,CatBoost,1 Week,0.6006,0.9167,0.0719,0.1333,0,0,136.8,False,
,SONACOMS.NS,below_threshold,TabNet,2 Weeks,0.7195,0.5862,0.0,0.0,0,0,145.2,False,
,SONATSOFTW.NS,ok,RandForest,3 Months,0.9307,0.7568,0.7,0.7273,0,0,142.0,True,
,SRF.NS,ok,StackEnsemble,2 Months,0.8519,0.7297,0.6585,0.6923,0,0,146.2,False,
,STARHEALTH.NS,ok,GradBoost,6 Months,0.7531,0.8108,0.3614,0.5,0,0,146.5,False,
,SUMICHEM.NS,ok,Ensemble,6 Months,0.8313,0.75,0.1915,0.3051,0,0,115.8,False,
,SUNDARMFIN.NS,ok,Ensemble,2 Months,0.6718,0.875,0.0625,0.1167,0,0,138.7,False,
,SUNDRMFAST.NS,ok,XGB_HiReg,2 Months,0.8731,0.75,0.4576,0.5684,0,0,143.6,False,
,SUNPHARMA.NS,ok,RandForest,6 Months,0.9506,0.75,0.2143,0.3333,0,0,158.0,False,
,SUNTV.NS,below_threshold,Ensemble,1 Week,0.7514,0.5556,0.0,0.0,0,0,133.1,False,
,SUPREMEIND.NS,ok,XGB_HiReg,1 Month,0.723,1.0,0.0594,0.1121,0,0,137.4,False,
,SUZLON.NS,ok,StackEnsemble,2 Months,0.7407,1.0,0.0667,0.125,0,0,132.4,False,
,SWANCORP.NS,ok,Ensemble,1 Month,0.7405,0.7273,0.0851,0.1524,0,0,134.1,False,
,SWIGGY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,SYNGENE.NS,below_threshold,Ensemble,2 Months,0.8514,0.4545,0.0,0.0,0,0,142.9,False,
,SYRMA.NS,ok,XGBoost,6 Months,0.7654,0.7654,1.0,0.8671,0,0,138.7,False,
,TARIL.NS,ok,RandForest,6 Months,0.856,1.0,0.1026,0.186,0,0,98.6,True,
,TATACHEM.NS,ok,RandForest,1 Month,0.7813,0.8,0.0513,0.0964,0,0,148.2,False,
,TATACOMM.NS,ok,XGB_HiReg,6 Months,0.8025,0.7,0.1346,0.2258,0,0,139.8,False,
,TATACONSUM.NS,ok,LGB_HiReg,6 Months,0.8519,0.7,0.5385,0.6087,0,0,144.8,False,
,TATAELXSI.NS,ok,XGB_HiReg,2 Weeks,0.7636,1.0,0.0714,0.1333,0,0,153.2,False,
,TATAINVEST.NS,ok,StackEnsemble,1 Month,0.9012,0.8485,0.7,0.7671,0,0,153.6,True,
,TATAPOWER.NS,ok,Ensemble,1 Week,0.6872,1.0,0.0588,0.1111,0,0,144.1,False,
,TATASTEEL.NS,ok,StackEnsemble,6 Months,0.9262,0.9262,1.0,0.9617,0,0,139.8,False,
,TATATECH.NS,ok,XGBoost,3 Months,0.8746,0.75,0.4038,0.525,0,0,96.7,False,
,TBOTEK.NS,ok,RandForest,2 Weeks,0.6771,1.0,0.0732,0.1364,0,0,22.7,False,
,TCS.NS,ok,XGBoost,2 Months,0.8947,1.0,0.1053,0.1905,0,0,139.7,False,
,TECHM.NS,ok,RandForest,2 Months,0.8142,0.7048,0.7184,0.7115,0,0,146.9,False,
,TECHNOE.NS,ok,XGBoost,3 Months,0.7129,1.0,0.1471,0.2564,0,0,146.7,False,
,TEJASNET.NS,ok,XGB_HiReg,1 Month,0.7843,1.0,0.0513,0.0976,0,0,145.3,False,
,THELEELA.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,THERMAX.NS,ok,Ensemble,2 Weeks,0.6827,0.8571,0.0513,0.0968,0,0,136.0,False,
,TIINDIA.NS,ok,XGBoost,2 Months,0.613,1.0,0.0602,0.1135,0,0,208.1,False,
,TIMKEN.NS,ok,XGB_HiReg,2 Months,0.6904,1.0,0.2063,0.3421,0,0,2804.7,False,
,TITAGARH.NS,ok,StackEnsemble,2 Months,0.8086,0.7143,0.4651,0.5634,0,0,114.4,False,
,TITAN.NS,ok,LGB_HiReg,6 Months,0.7243,0.8763,0.6071,0.7173,0,0,116.0,False,
,TMPV.NS,ok,GradBoost,1 Week,0.6592,0.6364,0.056,0.1029,0,0,117.9,False,
,TORNTPHARM.NS,ok,StackEnsemble,6 Months,0.9344,0.9344,1.0,0.9661,0,0,124.9,False,
,TORNTPOWER.NS,ok,RandForest,6 Months,0.8107,0.7067,0.6883,0.6974,0,0,110.2,False,
,TRENT.NS,below_threshold,TabNet,2 Weeks,0.7195,0.5,0.0,0.0,0,0,119.7,False,
,TRIDENT.NS,ok,RandForest,1 Month,0.7464,0.8571,0.0652,0.1212,0,0,117.0,False,
,TRITURBINE.NS,ok,CatBoost,3 Months,0.8548,0.7073,0.7436,0.725,0,0,117.2,False,
,TRIVENI.NS,ok,Ensemble,1 Month,0.6793,0.9,0.0763,0.1406,0,0,117.7,False,
,TTML.NS,ok,RandForest,2 Months,0.8607,0.75,0.3934,0.5161,0,0,119.6,False,
,TVSMOTOR.NS,ok,LightGBM,6 Months,0.7654,0.9658,0.6807,0.7986,0,0,107.2,False,
,UBL.NS,below_threshold,LGB_HiReg,3 Months,0.9538,0.5,0.0,0.0,0,0,108.9,False,
,UCOBANK.NS,ok,XGBoost,2 Weeks,0.7564,0.8333,0.0556,0.1042,0,0,113.1,False,
,ULTRACEMCO.NS,ok,RandForest,3 Months,0.7921,0.75,0.0896,0.16,0,0,117.8,False,
,UNIONBANK.NS,ok,GradBoost,3 Months,0.6469,0.9583,0.4718,0.6323,0,0,117.0,False,
,UNITDSPR.NS,ok,RandForest,1 Week,0.7346,0.7692,0.098,0.1739,0,0,119.3,False,
,UNOMINDA.NS,ok,StackEnsemble,6 Months,0.8689,0.7059,0.5217,0.6,0,0,127.8,False,
,UPL.NS,ok,RandForest,3 Months,0.703,0.8,0.1569,0.2623,0,0,100.7,False,
,USHAMART.NS,ok,RandForest,6 Months,0.7778,0.8639,0.7888,0.8247,0,0,125.7,False,
,UTIAMC.NS,ok,XGB_HiReg,3 Months,0.8284,0.6518,0.8488,0.7374,0,0,119.3,False,
,VBL.NS,ok,RandForest,6 Months,0.9218,0.75,0.2609,0.3871,0,0,133.8,True,
,VEDL.NS,ok,StackEnsemble,6 Months,0.7131,0.7131,1.0,0.8325,0,0,134.8,False,
,VENTIVE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.4,False,
,VGUARD.NS,ok,XGBoost,1 Month,0.7697,0.75,0.0723,0.1319,0,0,1993.8,False,
,VIJAYA.NS,ok,XGBoost,1 Month,0.7172,0.7273,0.0784,0.1416,0,0,122.2,False,
,VMM.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,VOLTAS.NS,ok,RandForest,3 Months,0.7591,0.625,0.0667,0.1205,0,0,125.4,False,
,VTL.NS,below_threshold,GradBoost,3 Months,0.5611,0.7727,0.0,0.0,0,0,131.4,False,
,WAAREEENER.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,WELCORP.NS,ok,RandForest,2 Months,0.6037,1.0,0.0725,0.1351,0,0,122.4,False,
,WELSPUNLIV.NS,ok,RandForest,3 Months,0.6832,1.0,0.0588,0.1111,0,0,129.0,False,
,WHIRLPOOL.NS,ok,RandForest,6 Months,0.8765,0.7174,0.66,0.6875,0,0,148.0,False,
,WIPRO.NS,ok,RandForest,1 Month,0.7609,0.7143,0.0588,0.1087,0,0,182.3,True,
,WOCKPHARMA.NS,ok,Ensemble,2 Months,0.7368,0.7931,0.2255,0.3511,0,0,129.2,False,
,YESBANK.NS,ok,XGB_HiReg,3 Months,0.6469,1.0,0.1157,0.2074,0,0,123.1,False,
,ZEEL.NS,ok,StackEnsemble,1 Month,0.7384,0.8333,0.102,0.1818,0,0,122.6,False,
,ZENSARTECH.NS,ok,Ensemble,6 Months,0.8642,0.7143,0.2564,0.3774,0,0,173.1,False,
,ZENTEC.NS,ok,XGB_HiReg,3 Months,0.8812,0.7591,0.972,0.8525,0,0,159.1,False,
,ZFCVINDIA.NS,ok,LGB_HiReg,6 Months,0.7037,0.8077,0.525,0.6364,0,0,209.6,True,
,ZYDUSLIFE.NS,ok,Ensemble,3 Months,0.7756,0.7368,0.1818,0.2917,0,0,153.9,False,
,^BSESN,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,^CRSLDX,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,^INDIAVIX,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,^NSEI,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
